Input Term,Best Match,URI,Similarity Score
brain and other organ tissue,neural tissue,http://purl.obolibrary.org/obo/UBERON_0003714,0.7801
brain,brain,http://purl.obolibrary.org/obo/UBERON_0000955,matched
brain capillary,capillary of brain,http://purl.obolibrary.org/obo/UBERON_8480001,0.9767
brain cavity,cranial cavity,http://purl.obolibrary.org/obo/UBERON_0013411,0.7968
brain stem,stem cortex,http://purl.obolibrary.org/obo/PO_0025612,0.8103
brain surface,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,0.7693
brain tissue,neural tissue,http://purl.obolibrary.org/obo/UBERON_0003714,0.8645
brain ventricle,brain ventricle,http://purl.obolibrary.org/obo/UBERON_0004086,1
brain ventricles,brain ventricle,http://purl.obolibrary.org/obo/UBERON_0004086,0.9462
branch,branch,http://purl.obolibrary.org/obo/PO_0025073,1
Branches,branch,http://purl.obolibrary.org/obo/PO_0025073,0.9067
branchiae,branch,http://purl.obolibrary.org/obo/PO_0025073,0.7615
branchial arteries,recurrent branch afferent branchial artery,http://purl.obolibrary.org/obo/UBERON_2005014,0.8369
branchial cavity,anatomical cavity,http://purl.obolibrary.org/obo/UBERON_0002553,0.7418
branchial chamber,branch,http://purl.obolibrary.org/obo/PO_0025073,0.6569
branchial gland,Branchiostoma,http://purl.obolibrary.org/obo/NCBITaxon_7737,0.6737
branchial vessels,vessel,http://purl.obolibrary.org/obo/UBERON_0000055,0.7088
branchiostegal memb,branchial mesenchyme,http://purl.obolibrary.org/obo/UBERON_2002172,0.775
branchiostegals,Branchiostoma,http://purl.obolibrary.org/obo/NCBITaxon_7737,0.8271
breast,breast,http://purl.obolibrary.org/obo/UBERON_0000310,1
breast lesion,fibroblast of breast,http://purl.obolibrary.org/obo/CL_4006000,0.6759
breast muscle,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,0.7941
breast muscle (encysted),brachialis muscle,http://purl.obolibrary.org/obo/UBERON_0001506,0.678
breast muscles,breast,http://purl.obolibrary.org/obo/UBERON_0000310,0.768
breast- subcutaneous,skin of breast,http://purl.obolibrary.org/obo/UBERON_8480030,0.7054
brisket,smoked meat food product,http://purl.obolibrary.org/obo/FOODON_00001225,0.5804
broad ligament,ligament,http://purl.obolibrary.org/obo/UBERON_0000211,0.8258
bronchial blood vessels,main bronchus blood vessel,http://purl.obolibrary.org/obo/UBERON_0003518,0.8999
bronchial lymph gland,bronchial lymph node,http://purl.obolibrary.org/obo/UBERON_0016481,0.8831
bronchial mucus,bronchial mucosa,http://purl.obolibrary.org/obo/UBERON_0000410,0.8273
bronchial passages,bronchial process,http://purl.obolibrary.org/obo/UBERON_3000676,0.8498
bronchial tubes,bronchial tube,http://purl.obolibrary.org/obo/UBERON_3010524,0.9533
bronchial wall,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,0.8137
bronchi,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,matched
bronchi mucosa birfurc,bronchial mucosa,http://purl.obolibrary.org/obo/UBERON_0000410,0.8728
bronchi mucosa,bronchial mucosa,http://purl.obolibrary.org/obo/UBERON_0000410,0.9532
bronchioles at apex of lung,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,0.8349
bronchioles,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,0.9472
bronchioli,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,0.9248
bronchoiles,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,0.8566
bronchus,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,1
broncial tubes,bronchial tube,http://purl.obolibrary.org/obo/UBERON_3010524,0.733
brood pouch,brood viability,http://purl.obolibrary.org/obo/PATO_0001497,0.6536
broodsacs in tentacles,brood viability,http://purl.obolibrary.org/obo/PATO_0001497,0.6063
btw hide & membranes of legs,skin of leg,http://purl.obolibrary.org/obo/UBERON_0001511,0.5123
btw muscle & skin,skin muscle,http://purl.obolibrary.org/obo/UBERON_0004253,0.7991
btw rays of caudal fins,branched caudal fin ray,http://purl.obolibrary.org/obo/UBERON_2002062,0.7305
buccal cavity (encysted),buccal epithelium,http://purl.obolibrary.org/obo/UBERON_0008420,0.6789
buccal cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,0.7177
buccopharyngeal cavity,buccopharyngeal membrane,http://purl.obolibrary.org/obo/UBERON_0006211,0.8112
bud,bud,http://purl.obolibrary.org/obo/PO_0000055,matched
bulbar conjuctiva,bulbar conjunctiva,http://purl.obolibrary.org/obo/UBERON_0010306,0.7238
bulbus arteriosus,bulbus arteriosus,http://purl.obolibrary.org/obo/UBERON_0004152,1
bursa,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,matched
bursa fabrici,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,0.8445
bursa fabricii,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,0.8775
caeca,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
caecae,caudate,http://purl.obolibrary.org/obo/PATO_0001880,0.6845
caecae & stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,0.6634
caecal junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,0.7862
caecal pouches,rectovesical pouch,http://purl.obolibrary.org/obo/UBERON_0011204,0.7603
caecal pouch,rectovesical pouch,http://purl.obolibrary.org/obo/UBERON_0011204,0.7412
caecum and lg intestine,caecum epithelium,http://purl.obolibrary.org/obo/UBERON_0005636,0.6266
caecum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
caecum cysts,caecum epithelium,http://purl.obolibrary.org/obo/UBERON_0005636,0.744
caecum mucosa,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,0.7596
caecum (or cecum),caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
caillette=abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.626
calciferous gland,minor salivary gland,http://purl.obolibrary.org/obo/UBERON_0001830,0.614
calvarium-dorsal sag. sinus,sinus dorsalis,http://purl.obolibrary.org/obo/UBERON_3000833,0.7011
calvarium-in brain,calcified structure of brain,http://purl.obolibrary.org/obo/UBERON_0017631,0.6779
capillary bed gill lamellae,capillary bed,http://purl.obolibrary.org/obo/UBERON_0013141,0.6917
carapace,carapace,http://purl.obolibrary.org/obo/UBERON_0008275,1
carcass,carcass,http://purl.obolibrary.org/obo/UBERON_0008979,1
carcasses,carcass,http://purl.obolibrary.org/obo/UBERON_0008979,0.9113
carcass wash,carcass,http://purl.obolibrary.org/obo/UBERON_0008979,0.8037
cardiac cavity,cavity of cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0035763,0.9081
cardiac end,endocardium,http://purl.obolibrary.org/obo/UBERON_0002165,0.7655
cardiac gland in stomach,cardiac gastric gland,http://purl.obolibrary.org/obo/UBERON_0008859,0.8335
cardiac lining,cardiac vein,http://purl.obolibrary.org/obo/UBERON_0004148,0.7166
cardiac muscle,cardiac muscle cell,http://purl.obolibrary.org/obo/CL_0000746,0.8389
cardiac muscles,cardiac muscle tissue,http://purl.obolibrary.org/obo/UBERON_0001133,0.8153
cardiac region,pericardial region,http://purl.obolibrary.org/obo/UBERON_8480061,0.7574
cardiac stomach,cardiac stomach,http://purl.obolibrary.org/obo/UBERON_0008250,1
cardiopulmonary vasculature,heart vasculature,http://purl.obolibrary.org/obo/UBERON_0018674,0.8006
cardio-vascualr system,cardiovascular system,http://purl.obolibrary.org/obo/UBERON_0004535,0.6794
CardiovascularSystem,cardiovascular system,http://purl.obolibrary.org/obo/UBERON_0004535,0.7887
carotid and pulmonary arteries,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,0.7486
carotid arteries,carotid artery segment,http://purl.obolibrary.org/obo/UBERON_0005396,0.8882
carotid artery,carotid artery segment,http://purl.obolibrary.org/obo/UBERON_0005396,0.9085
carotid & iliac arteries,carotid artery segment,http://purl.obolibrary.org/obo/UBERON_0005396,0.7865
cartliage,cart,http://purl.obolibrary.org/obo/ENVO_01000606,0.6487
cat's bed,bed base,http://purl.obolibrary.org/obo/ENVO_01000592,0.6189
caudal & anal fin,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,0.8083
caudal,caudate,http://purl.obolibrary.org/obo/PATO_0001880,0.8733
caudal fin,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,1
caudal fins,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,0.8168
caudal muscle,flexor caudalis muscle,http://purl.obolibrary.org/obo/UBERON_4300030,0.8354
caudal peduncle,caudal peduncle,http://purl.obolibrary.org/obo/UBERON_2000178,1
cavity between organs,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8768
ceaca,Cestoda,http://purl.obolibrary.org/obo/NCBITaxon_6199,0.7753
ceacum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,0.7509
ceca,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
ceca & cloaca,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,0.8336
ceca cyst,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.617
cecae,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
cecae & colon mucosa,colonic mucosa,http://purl.obolibrary.org/obo/UBERON_0000317,0.796
ceca & intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6803
cecal & colon contents,colon,http://purl.obolibrary.org/obo/UBERON_0001155,0.5271
cecal contents,uncal CA3,http://purl.obolibrary.org/obo/UBERON_0034776,0.5712
cecal pouches,rectovesical pouch,http://purl.obolibrary.org/obo/UBERON_0011204,0.7037
cecal pouch,rectovesical pouch,http://purl.obolibrary.org/obo/UBERON_0011204,0.6647
cecal wall,anther wall tapetum,http://purl.obolibrary.org/obo/PO_0009071,0.5703
cecal wall cysts,cervix glandular epithelium,http://purl.obolibrary.org/obo/UBERON_0012250,0.5764
ceca nodules,cerumen gland,http://purl.obolibrary.org/obo/UBERON_0013211,0.569
cecum1,cerumen,http://purl.obolibrary.org/obo/UBERON_0002297,0.6369
cecum and rectum,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,0.7511
cecum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,matched
cecum cysts,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,0.6895
cecum near appendix,lateral appendix,http://purl.obolibrary.org/obo/UBERON_3010195,0.6661
cecum ulcer,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,0.7756
cecum wall,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,0.608
cell,cell,http://purl.obolibrary.org/obo/CL_0000000,1
cell culture,cell culture,http://purl.obolibrary.org/obo/ENVO_02000008,1
central mesenteron,centrale,http://purl.obolibrary.org/obo/UBERON_0012131,0.6774
central nervous system,central nervous system,http://purl.obolibrary.org/obo/UBERON_0001017,1
cephalic lateral canal (line),lateral semicircular canal,http://purl.obolibrary.org/obo/UBERON_0001843,0.7375
cerebellum,cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,1
cerebrospinal fluid,cerebrospinal fluid,http://purl.obolibrary.org/obo/UBERON_0001359,matched
cervical connective tissue,cervical cavity,http://purl.obolibrary.org/obo/UBERON_0013761,0.7741
cervical cord,cervical spinal cord,http://purl.obolibrary.org/obo/UBERON_0002726,0.8826
cervical ligament,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,matched
cervical lymph gland,cervical lymph node,http://purl.obolibrary.org/obo/UBERON_0002429,0.8856
cervical spinal cord,cervical spinal cord,http://purl.obolibrary.org/obo/UBERON_0002726,1
cervical-throacic lymph glands,cervical lymph node,http://purl.obolibrary.org/obo/UBERON_0002429,0.8097
CHEBI_167164 mineral nutrient,mineral nutrient,http://purl.obolibrary.org/obo/CHEBI_167164,0.7252
cheek,cheek,http://purl.obolibrary.org/obo/UBERON_0001567,1
chest & abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,0.8395
chest cav.,chest,http://purl.obolibrary.org/obo/UBERON_0001443,0.6876
chest subcutaneous lesion,skin of anterior chest,http://purl.obolibrary.org/obo/UBERON_0019200,0.6626
chest wall,chest wall,http://purl.obolibrary.org/obo/UBERON_0016435,1
chicken egg,chicken egg food product,http://purl.obolibrary.org/obo/FOODON_00001275,0.7642
choroid layer of eye,choroidal cell of the eye,http://purl.obolibrary.org/obo/CL_0000348,0.8877
chyle,chyle,http://purl.obolibrary.org/obo/UBERON_0000911,1
circulating blood,blood serum,http://purl.obolibrary.org/obo/UBERON_0001977,0.7673
circulatory system,circulatory system,http://purl.obolibrary.org/obo/UBERON_0001009,1
cloaca and rectum,embryonic cloaca,http://purl.obolibrary.org/obo/UBERON_0000163,0.7334
cloaca,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,matched
cloacal bursa,cloacal bursa,http://purl.obolibrary.org/obo/UBERON_0011510,1
cloacal region,submucosa of cloaca,http://purl.obolibrary.org/obo/UBERON_0012482,0.6782
cloaca wall,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,0.8277
cloac,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,0.8478
CLYH_1000022 fertilized egg,obsolete unfertilized egg,http://purl.obolibrary.org/obo/UBERON_2001570,0.6429
cns,Cnidaria,http://purl.obolibrary.org/obo/NCBITaxon_6073,0.6327
coelom (blood),coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.7988
coelom btw organs,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.7157
coelomc cavity,extraembryonic coelomic cavity,http://purl.obolibrary.org/obo/UBERON_0003888,0.8218
coelom,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,matched
coelom cyst,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,matched
coelom cysts,coelomic epithelium,http://purl.obolibrary.org/obo/UBERON_0005891,0.6807
coelom (cysts),coelomic epithelium,http://purl.obolibrary.org/obo/UBERON_0005891,0.7079
coelom (encysted),coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.8475
coelom (enxysted),coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.8707
coelomic air spaces,coelomic fluid,http://purl.obolibrary.org/obo/UBERON_0036217,0.582
coelomic cavity,coelemic cavity lumen,http://purl.obolibrary.org/obo/UBERON_0002323,matched
coelomic cavity (encysted),extraembryonic coelomic cavity,http://purl.obolibrary.org/obo/UBERON_0003888,0.8283
coelomic surface of stomach,submucosa of body of stomach,http://purl.obolibrary.org/obo/UBERON_0004934,0.7187
coelomic surface stomach,submucosa of body of stomach,http://purl.obolibrary.org/obo/UBERON_0004934,0.7002
coelom (mesentery),coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.8115
coelom near heart,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.7699
coelom near intestine,wall of intestine,http://purl.obolibrary.org/obo/UBERON_0001262,0.6759
coelom (under peritoneum),coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.7257
coelom wall,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,0.816
coelom wall cysts,coelomic epithelium,http://purl.obolibrary.org/obo/UBERON_0005891,0.6504
colon & cecum,colon,http://purl.obolibrary.org/obo/UBERON_0001155,0.7232
colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,matched
colon & ileum,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,0.817
colon lumen,lumen of colon,http://purl.obolibrary.org/obo/UBERON_0007159,0.9218
colon mesentery,mesentery of colon,http://purl.obolibrary.org/obo/UBERON_0003396,0.9411
colon nodules,colonic epithelium,http://purl.obolibrary.org/obo/UBERON_0000397,0.6773
colon (ventral),transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,0.73
colon walls,gut wall,http://purl.obolibrary.org/obo/UBERON_0000328,0.7032
common bile duct,common bile duct,http://purl.obolibrary.org/obo/UBERON_0001174,1
compost,compost,http://purl.obolibrary.org/obo/ENVO_00002170,1
conjuctiva,conjunctiva,http://purl.obolibrary.org/obo/UBERON_0001811,0.6087
conjuctival sac,conjunctival sac,http://purl.obolibrary.org/obo/UBERON_0005908,0.7915
conjuctival surface,surface structure,http://purl.obolibrary.org/obo/UBERON_0003102,0.5818
conjunctiva,conjunctiva,http://purl.obolibrary.org/obo/UBERON_0001811,1
conjunctival sac,conjunctival sac,http://purl.obolibrary.org/obo/UBERON_0005908,1
conjunctival sacs,conjunctival sac,http://purl.obolibrary.org/obo/UBERON_0005908,0.9664
conjunctiva of eye,conjunctiva,http://purl.obolibrary.org/obo/UBERON_0001811,0.8206
connective tiss,connective,http://purl.obolibrary.org/obo/PO_0009068,0.6985
connective tiss of intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6884
connective tissue- back,back connective tissue,http://purl.obolibrary.org/obo/UBERON_0004267,0.9697
connective tissue,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,1
connective tissue crop,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.6928
connective tissue- diaphram,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.8125
connective tissue (encysted),connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.9005
connective tissue in neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,0.9667
connective tissue-knees,knee connective tissue,http://purl.obolibrary.org/obo/UBERON_0003577,0.8912
connective tissue neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,0.9515
connective tissue-neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,matched
connective tissue of liver,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.7531
connective tissue of neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,0.9754
connective tissues,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.9516
connective tissue-stomach,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,matched
connective tissue-throat,larynx connective tissue,http://purl.obolibrary.org/obo/UBERON_0003583,0.7821
connective tissue under skin,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.8212
connect. tissue between ovary,ovary,http://purl.obolibrary.org/obo/UBERON_0000992,0.7196
conn.tis int,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.4996
conn tiss bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.841
conn. tiss gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,0.6418
conn. tiss gill arch,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.6652
conn. tissue groin,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,0.6359
conn. tissue of abdomen,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,0.7786
conn. tissue of hepatic ligame,hepatic portal fibroblast,http://purl.obolibrary.org/obo/CL_0009100,0.6524
conn. tissue of skeleton,skeletal tissue,http://purl.obolibrary.org/obo/UBERON_0004755,0.7851
